06:02.043	ID:1	30 25652 43296 0 9 6 1 0 22 46208 0 3222 43989 90 391 1 8 8 1 128 188 1 125 118 65535 65535 0 0 0 0 
06:04.977	ID:1	30 25652 43299 0 3 7 2 0 22 46612 0 4853 57814 520 681 8 9 17 3 128 126 1 63 56 65535 65535 0 0 0 0 
06:07.198	ID:1	30 25652 43301 0 5 7 2 0 22 46825 0 5386 62323 527 731 7 9 17 2 128 112 1 49 42 65535 65535 0 0 0 0 
06:09.753	ID:1	30 25652 43303 0 7 7 1 0 22 47240 0 7425 62443 1403 1761 1 8 8 4 128 179 1 116 109 65535 65535 0 0 0 0 
06:11.767	ID:1	30 25652 43305 0 2 6 3 0 22 47469 0 2402 34215 12 271 5 9 30 1 128 195 1 132 125 65535 65535 0 0 0 0 
06:12.772	ID:1	30 25652 43306 0 10 7 2 0 22 47553 0 4262 48671 527 795 6 14 22 4 64 112 1 49 98 65535 65535 0 0 0 0 
06:18.016	ID:1	30 25652 43312 0 6 7 1 0 22 48305 0 3119 39191 170 542 1 8 8 2 128 112 1 49 42 65535 65535 0 0 0 0 
06:21.433	ID:1	30 25652 43315 0 9 7 1 0 22 48690 0 2754 36883 5 329 1 8 8 1 128 172 1 109 102 65535 65535 0 0 0 0 
06:22.703	ID:1	30 25652 43316 0 4 7 2 0 22 48522 0 3040 40885 170 387 7 14 22 2 128 165 1 102 95 65535 65535 0 0 0 0 
06:26.057	ID:1	30 25652 43320 0 8 7 1 0 22 49257 0 2780 33167 272 460 1 8 8 1 128 179 1 116 109 65535 65535 0 0 0 0 
06:33.909	ID:1	30 25652 43327 0 2 7 3 0 22 50248 0 3746 40625 514 476 5 11 28 1 128 179 1 116 109 65535 65535 0 0 0 0 
06:35.179	ID:1	30 25652 43329 0 7 8 1 0 22 50495 0 4916 46997 744 1077 1 8 8 4 128 163 1 100 93 65535 65535 0 0 0 0 
06:36.521	ID:1	30 25652 43330 0 10 8 2 0 22 50630 0 3578 45496 278 499 6 14 22 4 128 103 1 40 89 65535 65535 0 0 0 0 
06:38.810	ID:1	30 25652 43332 0 8 8 1 0 22 50890 0 3190 48919 40 500 1 8 8 1 128 170 1 107 100 65535 65535 0 0 0 0 
06:42.746	ID:1	30 25652 43336 0 3 8 2 0 22 51479 0 2599 36214 187 387 8 11 19 3 128 117 1 54 103 65535 65535 0 0 0 0 
06:46.655	ID:1	30 25652 43340 0 4 8 2 0 22 51971 0 5166 49869 1232 892 7 20 28 2 128 149 1 86 79 65535 65535 0 0 0 0 
06:47.026	ID:1	30 25652 43341 0 5 8 2 0 22 51883 0 3405 36938 534 612 7 11 19 2 128 96 1 33 82 65535 65535 0 0 0 0 
06:50.828	ID:1	30 25652 43344 0 2 8 3 0 22 52132 0 5020 55071 961 747 5 12 29 1 128 163 1 100 93 65535 65535 0 0 0 0 
06:55.022	ID:1	30 25652 43349 0 6 8 1 0 22 53042 0 2828 34974 228 478 1 8 8 2 128 163 1 100 93 65535 65535 0 0 0 0 
06:57.461	ID:1	30 25652 43351 0 9 8 1 0 22 53301 0 2594 34205 159 311 1 8 8 1 128 156 1 93 86 65535 65535 0 0 0 0 
07:07.371	ID:1	30 25652 43361 0 3 9 2 0 22 54627 0 3240 46962 121 407 8 9 17 3 256 108 1 45 94 65535 65535 0 0 0 0 
07:10.221	ID:1	30 25652 43364 0 6 9 1 0 22 54987 0 4125 57956 10 517 1 8 8 2 256 147 1 84 77 65535 65535 0 0 0 0 
07:12.894	ID:1	30 25652 43366 0 10 9 2 0 22 55287 0 2483 34657 53 312 6 11 19 4 128 94 1 31 24 65535 65535 0 0 0 0 
07:21.374	ID:1	30 25652 43375 0 7 9 1 0 22 56408 0 3733 43441 324 620 1 8 8 4 128 147 1 84 77 65535 65535 0 0 0 0 
07:23.080	ID:1	30 25652 43377 0 5 9 2 0 22 56484 0 2743 33973 199 376 7 10 18 2 256 87 1 24 17 65535 65535 0 0 0 0 
07:26.663	ID:1	30 25652 43380 0 8 9 1 0 22 57015 0 3482 45388 178 573 1 8 8 1 256 161 1 98 91 65535 65535 0 0 0 0 
07:31.702	ID:1	30 25652 43385 0 4 9 2 0 22 57757 0 3228 42945 187 417 7 18 26 2 256 140 1 77 70 65535 65535 0 0 0 0 
07:32.897	ID:1	30 25652 43386 0 10 10 2 0 22 57841 0 3375 37343 485 437 6 12 20 4 128 85 1 22 15 65535 65535 0 0 0 0 
07:33.535	ID:1	30 25652 43387 0 9 9 1 0 22 57919 0 2613 34255 74 280 1 8 8 1 256 140 1 77 126 65535 65535 0 0 0 0 
07:43.502	ID:1	30 25652 43397 0 6 10 1 0 22 59236 0 5766 62017 866 1120 1 8 8 2 256 138 1 75 68 65535 65535 0 0 0 0 
07:44.202	ID:1	30 25652 43398 0 2 9 3 0 22 59227 0 3789 52820 160 444 5 10 29 1 256 147 1 84 77 65535 65535 0 0 0 0 
07:47.824	ID:1	30 25652 43401 0 4 10 2 0 22 59826 0 5553 60506 716 751 7 14 22 2 256 124 1 61 110 65535 65535 0 0 0 0 
07:53.121	ID:1	30 25652 43407 0 3 10 2 0 22 60448 0 3271 43166 171 386 8 8 16 3 256 99 1 36 29 65535 65535 0 0 0 0 
07:54.072	ID:1	30 25652 43408 0 7 10 1 0 22 60593 0 5892 60912 899 1353 1 8 8 4 128 131 1 68 61 65535 65535 0 0 0 0 
07:55.133	ID:1	30 25652 43409 0 9 10 1 0 22 60683 0 3147 40999 181 375 1 8 8 1 256 131 1 68 117 65535 65535 0 0 0 0 
07:56.702	ID:1	30 25652 43410 0 5 10 2 0 22 60854 0 5915 63840 815 872 7 13 21 2 256 71 1 8 1 65535 65535 0 0 0 0 
07:58.514	ID:1	30 25652 43412 0 8 10 1 0 22 61092 0 4557 60539 108 784 1 8 8 1 256 145 1 82 131 65535 65535 0 0 0 0 
07:59.201	ID:1	30 25652 43413 0 2 10 3 0 22 61235 0 5833 58289 1113 828 5 12 32 1 256 131 1 68 61 65535 65535 0 0 0 0 
08:02.870	ID:1	30 25652 43416 0 3 11 2 0 22 61737 0 3754 37353 720 585 8 11 19 3 256 90 1 27 20 65535 65535 0 0 0 0 
08:07.906	ID:1	30 25652 43421 0 7 11 1 0 22 62364 0 6049 50477 1192 1513 1 8 8 4 256 182 1 119 112 65535 65535 0 0 0 0 
08:08.859	ID:1	30 25652 43422 0 9 11 1 0 22 62440 0 3564 52491 20 614 1 8 8 1 256 122 1 59 52 65535 65535 0 0 0 0 
08:14.327	ID:1	30 25652 43428 0 4 11 2 0 22 63155 0 3734 49377 260 462 7 11 19 2 256 115 1 52 45 65535 65535 0 0 0 0 
08:15.084	ID:1	30 25652 43429 0 8 11 1 0 22 63195 0 5140 62017 224 851 1 8 8 1 256 136 1 73 122 65535 65535 0 0 0 0 
08:16.646	ID:1	30 25652 43430 0 10 11 2 0 22 63453 0 3056 41703 150 411 6 10 18 4 128 69 1 6 55 65535 65535 0 0 0 0 
08:21.078	ID:1	30 25652 43435 0 5 11 2 0 22 63920 0 3828 45120 265 570 7 9 17 2 256 55 1 248 41 65535 65535 0 0 0 0 
08:22.088	ID:1	30 25652 43436 0 6 11 1 0 22 64186 0 2675 36821 132 509 1 8 8 2 256 122 1 59 52 65535 65535 0 0 0 0 
08:26.450	ID:1	30 25652 43440 0 2 11 3 0 22 64717 0 3971 51583 375 551 5 13 32 1 256 115 1 52 101 65535 65535 0 0 0 0 
08:35.790	ID:1	30 25652 43449 0 6 12 1 0 22 404 0 3548 52411 20 500 1 8 8 2 256 106 1 43 36 65535 65535 0 0 0 0 
08:41.238	ID:1	30 25652 43455 0 5 12 2 0 22 995 0 4123 37533 934 682 7 12 20 2 256 46 1 239 32 65535 65535 0 0 0 0 
08:42.392	ID:1	30 25652 43456 0 8 12 1 0 22 1172 0 3767 52274 20 493 1 11 11 1 256 127 1 64 57 65535 65535 0 0 0 0 
08:43.751	ID:1	30 25652 43457 0 3 12 2 0 22 1429 0 2847 38847 117 312 8 9 17 3 256 81 1 18 67 65535 65535 0 0 0 0 
08:48.199	ID:1	30 25652 43462 0 4 12 2 0 22 2022 0 5107 65137 517 788 7 12 20 2 256 99 1 36 85 65535 65535 0 0 0 0 
08:51.781	ID:1	30 25652 43465 0 7 12 1 0 22 2444 0 3772 41038 418 701 1 8 8 4 256 166 1 103 96 65535 65535 0 0 0 0 
09:00.033	ID:1	30 25652 43474 0 2 12 3 0 22 3449 0 4299 63794 76 538 5 11 30 1 256 106 1 43 36 65535 65535 0 0 0 0 
09:01.574	ID:1	30 25652 43475 0 9 12 1 0 22 3652 0 3391 50448 93 438 1 8 8 1 256 106 1 43 36 65535 65535 0 0 0 0 
09:04.771	ID:1	30 25652 43478 0 10 12 2 0 22 3698 0 3083 43052 12 365 6 9 17 4 256 60 1 253 246 65535 65535 0 0 0 0 
09:05.793	ID:1	30 25652 43479 0 9 13 1 0 22 4192 0 4899 64033 40 746 1 8 8 1 256 97 1 34 27 65535 65535 0 0 0 0 
09:06.508	ID:1	30 25652 43480 0 7 13 1 0 22 4329 0 4979 55170 414 1007 1 8 8 4 256 150 1 87 136 65535 65535 0 0 0 0 
09:07.701	ID:1	30 25652 43481 0 5 13 2 0 22 4376 0 4437 49476 785 773 7 14 22 2 256 37 1 230 23 65535 65535 0 0 0 0 
09:12.144	ID:1	30 25652 43486 0 10 13 2 0 22 5012 0 4616 37360 1034 795 6 14 22 4 256 44 1 237 230 65535 65535 0 0 0 0 
09:14.131	ID:1	30 25652 43488 0 6 13 1 0 22 5312 0 2706 36439 166 513 1 8 8 2 256 90 1 27 20 65535 65535 0 0 0 0 
09:14.495	ID:1	30 25652 43488 0 3 13 2 0 22 4874 0 3829 51121 323 457 8 8 17 3 256 72 1 9 2 65535 65535 0 0 0 0 
09:18.842	ID:1	30 25652 43492 0 4 13 2 0 22 5911 0 3891 58163 76 518 7 10 18 2 256 90 1 27 76 65535 65535 0 0 0 0 
09:32.326	ID:1	30 25652 43506 0 8 13 1 0 22 7564 0 3627 47382 106 605 1 8 8 1 256 111 1 48 41 65535 65535 0 0 0 0 
09:33.028	ID:1	30 25652 43507 0 10 14 2 0 22 7693 0 3184 39559 302 347 6 11 19 4 256 28 1 221 214 65535 65535 0 0 0 0 
09:33.271	ID:1	30 25652 43507 0 6 14 1 0 22 7753 0 2697 36226 184 473 1 8 8 2 256 74 1 11 4 65535 65535 0 0 0 0 
09:34.831	ID:1	30 25652 43508 0 2 13 3 0 22 7450 0 4776 59068 552 633 5 12 33 1 256 90 1 27 20 65535 65535 0 0 0 0 
09:37.511	ID:1	30 25652 43511 0 9 14 1 0 22 8252 0 4140 60596 181 603 1 8 8 1 256 81 1 18 67 65535 65535 0 0 0 0 
09:49.251	ID:1	30 25652 43523 0 3 14 2 0 22 9817 0 2759 36675 202 371 8 14 22 3 256 56 1 249 242 65535 65535 0 0 0 0 
09:53.812	ID:1	30 25652 43527 0 7 14 1 0 22 10384 0 3677 44633 247 693 1 8 8 4 256 141 1 78 127 65535 65535 0 0 0 0 
09:56.078	ID:1	30 25652 43530 0 4 14 2 0 22 10714 0 2796 35529 278 354 7 12 20 2 256 81 1 18 11 65535 65535 0 0 0 0 
09:57.545	ID:1	30 25652 43531 0 8 14 1 0 22 10792 0 3929 47630 283 538 1 8 8 1 256 95 1 32 81 65535 65535 0 0 0 0 
10:02.711	ID:1	30 25652 43536 0 7 15 1 0 22 11523 0 3130 33198 336 580 1 8 8 4 256 132 1 69 118 65535 65535 0 0 0 0 
10:08.326	ID:1	30 25652 43542 0 2 14 3 0 22 11433 0 4771 58791 608 635 5 16 38 1 256 74 1 11 60 65535 65535 0 0 0 0 
10:08.951	ID:1	30 25652 43543 0 5 14 2 0 22 11658 0 4482 53626 585 718 7 14 22 2 256 28 1 221 14 65535 65535 0 0 0 0 
10:10.771	ID:1	30 25652 43544 0 10 15 2 0 22 12514 0 2398 36044 12 304 6 9 17 4 256 12 1 205 254 65535 65535 0 0 0 0 
10:12.202	ID:1	30 25652 43546 0 5 15 2 0 22 12610 0 9873 50950 3532 1924 7 20 28 2 256 19 1 212 5 65535 65535 0 0 0 0 
10:18.730	ID:1	30 25652 43552 0 9 15 1 0 22 13528 0 2497 39585 5 332 1 8 8 1 256 72 1 9 58 65535 65535 0 0 0 0 
10:21.077	ID:1	30 25652 43555 0 4 15 2 0 22 13910 0 3263 47748 35 527 7 10 18 2 256 72 1 9 58 65535 65535 0 0 0 0 
10:24.350	ID:1	30 25652 43558 0 6 15 1 0 22 14300 0 3947 48281 418 759 1 8 8 2 256 65 1 2 251 65535 65535 0 0 0 0 
10:24.909	ID:1	30 25652 43558 0 3 15 2 0 22 14277 0 2281 33311 50 297 8 11 19 3 256 40 1 233 26 65535 65535 0 0 0 0 
10:30.483	ID:1	30 25652 43564 0 8 15 1 0 22 15008 0 5229 62092 309 825 1 11 11 1 256 86 1 23 16 65535 65535 0 0 0 0 
10:34.646	ID:1	30 25652 43568 0 10 16 2 0 22 15582 0 3364 45553 152 485 6 8 16 4 256 3 1 196 189 65535 65535 0 0 0 0 
10:40.449	ID:1	30 25652 43574 0 5 16 2 0 22 16246 0 3833 54153 212 530 7 18 26 2 256 10 1 203 196 65535 65535 0 0 0 0 
10:42.952	ID:1	30 25652 43577 0 6 16 1 0 22 16681 0 2800 35202 185 477 1 8 8 2 256 49 1 242 35 65535 65535 0 0 0 0 
10:46.328	ID:1	30 25652 43580 0 4 16 2 0 22 17095 0 3270 47549 81 417 7 9 17 2 256 63 1 0 49 65535 65535 0 0 0 0 
